Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),Outdoor PM2.5 (ug/m3),HCHO (ppb),TVOC (ppb)
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 09:00:00,152,79,58,88,437.3,31.8,89.3,74.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 08:00:00,153,80,59,87,445.8,30.4,86.7,78.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 07:00:00,153,80,59,84,467.2,28.4,83.1,84.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 06:00:00,152,77,57,73,492.0,26.9,80.4,88.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 05:00:00,157,90,67,86,492.6,27.2,80.9,87.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 04:00:00,144,73,53,71,480.8,27.3,81.1,87.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 03:00:00,152,79,58,79,466.4,27.5,81.6,85.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 02:00:00,153,81,59,78,466.5,27.8,82.1,84.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 01:00:00,162,102,77,109,464.5,28.0,82.4,84.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-06 00:00:00,147,74,54,70,446.5,28.3,82.9,82.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 23:00:00,154,83,61,82,443.0,28.4,83.2,81.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 22:00:00,160,97,73,102,439.3,28.5,83.3,81.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 21:00:00,168,117,89,132,433.8,28.8,83.9,80.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 20:00:00,175,134,103,159,423.6,29.4,84.8,77.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 19:00:00,204,204,154,247,420.1,29.8,85.6,73.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 18:00:00,224,224,174,278,415.1,30.1,86.2,71.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 17:00:00,176,137,104,160,410.1,30.7,87.2,66.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 16:00:00,160,98,74,108,408.8,31.2,88.1,61.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 15:00:00,163,106,80,116,410.3,31.5,88.6,63.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 14:00:00,158,92,69,98,411.4,31.7,89.1,62.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 13:00:00,160,97,72,101,413.6,31.9,89.5,63.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 12:00:00,161,100,75,105,414.6,32.1,89.7,70.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 11:00:00,168,117,88,130,415.3,32.1,89.8,68.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 10:00:00,109,54,39,58,410.5,31.9,89.3,68.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 09:00:00,119,60,43,58,419.4,30.8,87.5,76.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 08:00:00,134,68,49,67,431.6,29.3,84.7,80.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 07:00:00,153,81,60,81,447.9,27.7,81.8,86.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 06:00:00,156,87,64,83,463.3,26.2,79.2,91.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 05:00:00,154,84,62,83,463.8,25.6,78.1,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 04:00:00,156,87,65,86,460.8,26.2,79.1,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 03:00:00,156,88,65,82,459.3,26.3,79.4,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 02:00:00,157,90,67,89,446.5,26.7,80.1,92.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 01:00:00,157,91,68,89,441.5,27.0,80.5,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-05 00:00:00,160,98,73,98,438.8,27.4,81.3,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 23:00:00,165,109,82,112,433.8,27.5,81.6,92.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 22:00:00,174,130,99,135,439.0,27.8,82.0,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 21:00:00,194,185,139,215,437.0,28.1,82.6,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 20:00:00,197,191,144,223,427.8,28.6,83.4,88.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 19:00:00,277,277,227,357,425.7,29.1,84.3,84.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 18:00:00,315,314,264,405,424.7,29.6,85.3,81.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 17:00:00,296,297,247,378,421.0,30.1,86.1,77.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 16:00:00,240,240,190,284,416.7,30.2,86.4,70.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 15:00:00,210,209,159,237,416.4,30.1,86.1,71.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 14:00:00,192,179,135,195,416.9,30.2,86.3,74.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 13:00:00,178,142,109,156,418.3,30.3,86.5,77.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 12:00:00,177,138,105,152,424.7,30.5,86.9,81.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 11:00:00,186,163,124,187,429.5,30.6,87.1,82.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 10:00:00,176,136,104,152,428.1,30.8,87.4,78.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 09:00:00,159,95,71,105,424.7,29.9,85.8,80.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 08:00:00,165,109,82,124,429.9,28.3,82.9,88.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 07:00:00,158,91,68,98,423.4,27.2,81.0,92.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 06:00:00,179,143,109,150,443.0,26.7,80.1,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 05:00:00,189,172,130,181,451.8,26.5,79.7,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 04:00:00,187,165,125,179,477.0,26.6,79.9,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 03:00:00,183,153,117,166,498.0,26.9,80.3,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 02:00:00,239,239,189,269,466.3,27.1,80.9,92.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 01:00:00,187,165,126,172,468.3,27.4,81.3,91.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-04 00:00:00,159,95,71,95,458.3,27.6,81.7,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 23:00:00,162,103,77,108,452.0,27.5,81.5,90.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 22:00:00,191,174,132,184,459.8,27.7,81.8,91.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 21:00:00,208,208,158,231,449.0,28.2,82.8,87.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 20:00:00,206,205,155,238,438.0,28.6,83.5,84.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 19:00:00,212,212,162,253,423.4,28.8,83.8,82.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 18:00:00,226,226,176,273,423.7,29.2,84.5,80.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 17:00:00,249,249,199,311,416.5,29.2,84.6,78.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 16:00:00,206,205,155,237,413.3,29.4,84.9,75.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 15:00:00,231,231,181,269,414.2,29.6,85.4,77.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 14:00:00,199,197,148,217,413.2,29.8,85.7,78.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 13:00:00,192,177,134,196,412.4,30.2,86.3,78.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 12:00:00,190,174,132,197,412.7,30.2,86.4,83.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 11:00:00,187,164,125,190,416.6,30.1,86.2,83.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 10:00:00,160,99,74,109,423.7,29.9,85.8,80.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 09:00:00,159,96,72,107,431.3,29.0,84.2,83.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 08:00:00,162,103,77,115,432.3,28.0,82.5,87.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 07:00:00,172,125,95,141,446.8,26.9,80.5,92.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 06:00:00,167,114,86,122,458.5,26.1,79.0,94.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 05:00:00,161,101,76,106,470.3,25.4,77.7,97.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 04:00:00,164,108,81,117,467.0,25.7,78.3,95.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 03:00:00,156,88,65,94,438.8,26.1,79.1,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 02:00:00,157,89,66,104,436.5,26.2,79.2,93.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 01:00:00,161,99,75,113,432.5,26.5,79.6,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-03 00:00:00,161,99,74,112,432.3,26.7,80.0,92.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 23:00:00,167,114,86,128,435.3,26.9,80.4,91.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 22:00:00,155,84,63,92,428.8,27.1,80.8,89.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 21:00:00,111,56,40,66,414.8,27.3,81.1,88.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 20:00:00,140,71,51,77,409.8,27.5,81.5,87.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 19:00:00,153,81,60,93,407.2,27.7,81.9,87.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 18:00:00,155,86,64,100,404.2,27.3,81.1,88.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 17:00:00,169,118,90,135,403.2,27.8,82.0,85.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 16:00:00,182,151,116,169,403.8,28.4,83.1,82.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 15:00:00,194,184,139,204,406.8,28.6,83.5,80.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 14:00:00,165,110,83,122,405.9,29.3,84.7,78.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 13:00:00,153,80,59,83,402.3,29.6,85.3,75.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 12:00:00,159,96,72,104,403.3,29.7,85.5,76.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 11:00:00,158,92,69,103,408.8,29.8,85.7,79.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 10:00:00,126,64,46,70,410.6,30.0,86.1,76.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 09:00:00,72,31,22,33,410.3,29.4,84.9,76.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 08:00:00,73,32,23,36,413.0,27.9,82.3,82.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 07:00:00,83,39,28,44,422.2,26.4,79.5,88.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 06:00:00,158,93,69,99,459.5,25.5,77.9,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 05:00:00,127,64,46,67,453.0,25.2,77.4,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 04:00:00,109,55,39,54,442.8,25.4,77.7,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 03:00:00,108,54,38,57,444.3,25.5,77.9,94.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 02:00:00,98,50,35,50,440.0,25.7,78.3,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 01:00:00,92,45,32,52,424.0,25.9,78.7,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-02 00:00:00,88,43,30,46,421.3,26.0,78.8,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 23:00:00,86,41,29,46,424.8,26.3,79.3,91.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 22:00:00,61,24,17,30,409.0,26.6,79.8,89.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 21:00:00,61,24,17,41,406.0,26.6,79.8,89.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 20:00:00,85,41,29,51,406.8,26.6,80.0,89.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 19:00:00,98,50,35,58,405.4,26.6,79.8,89.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 18:00:00,103,52,37,59,405.3,26.6,79.8,87.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 17:00:00,153,81,60,93,403.2,27.1,80.8,83.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 16:00:00,154,83,61,91,401.1,27.6,81.6,81.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 15:00:00,157,90,67,98,402.1,28.0,82.5,78.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 14:00:00,149,75,55,84,401.4,28.3,83.0,76.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 13:00:00,85,41,29,46,402.8,28.5,83.3,77.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 12:00:00,77,35,24,41,402.0,28.7,83.6,79.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 11:00:00,84,40,28,45,402.7,28.6,83.4,80.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 10:00:00,81,38,26,41,408.3,28.4,83.1,80.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 09:00:00,73,33,23,36,411.7,28.2,82.7,80.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 08:00:00,91,45,31,50,415.8,27.0,80.7,86.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 07:00:00,140,71,52,82,425.6,25.6,78.1,93.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 06:00:00,132,66,48,75,436.0,24.7,76.5,96.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 05:00:00,106,53,38,58,459.2,24.5,76.2,96.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 04:00:00,124,62,45,64,459.7,24.8,76.6,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 03:00:00,97,49,34,50,435.3,24.9,76.9,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 02:00:00,90,44,31,46,426.7,25.1,77.1,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 01:00:00,90,44,31,47,428.8,25.2,77.3,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-05-01 00:00:00,91,44,31,48,426.5,25.4,77.7,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 23:00:00,83,39,27,41,420.1,25.5,77.9,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 22:00:00,80,37,26,41,415.0,25.7,78.2,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 21:00:00,76,34,24,37,409.0,25.7,78.3,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 20:00:00,75,34,24,38,406.8,25.8,78.5,92.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 19:00:00,76,34,24,38,404.6,25.9,78.5,91.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 18:00:00,87,42,29,47,403.2,25.9,78.6,90.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 17:00:00,105,53,37,55,402.2,26.2,79.1,88.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 16:00:00,103,51,36,52,400.8,26.5,79.7,87.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 15:00:00,91,45,31,46,400.8,26.7,80.0,85.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 14:00:00,63,26,18,29,399.7,27.2,81.0,84.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 13:00:00,65,27,19,29,400.8,27.3,81.1,83.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 12:00:00,59,23,16,24,401.2,27.2,81.0,85.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 11:00:00,59,23,16,25,402.4,27.5,81.5,82.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 10:00:00,60,24,17,24,402.3,27.2,80.9,85.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 09:00:00,70,30,21,35,402.5,26.4,79.6,90.1,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 08:00:00,88,42,30,46,404.2,25.1,77.2,94.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 07:00:00,76,35,24,34,411.8,24.5,76.0,97.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 06:00:00,83,39,28,38,415.3,24.1,75.4,98.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 05:00:00,81,38,27,34,412.3,24.1,75.4,98.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 04:00:00,76,34,24,31,413.3,24.3,75.7,97.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 03:00:00,66,28,20,29,412.0,24.2,75.6,97.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 02:00:00,64,26,19,27,412.8,24.4,75.9,96.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 01:00:00,58,22,15,26,415.0,24.7,76.4,95.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-30 00:00:00,59,23,16,28,413.8,24.7,76.5,94.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 23:00:00,61,24,17,30,414.5,24.8,76.7,93.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 22:00:00,60,23,16,27,414.0,24.9,76.8,92.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 21:00:00,58,22,16,23,407.8,25.1,77.2,91.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 20:00:00,58,22,15,28,406.5,25.3,77.6,90.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 19:00:00,58,22,15,31,405.8,25.5,77.8,90.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 18:00:00,61,24,17,31,404.4,25.6,78.0,89.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 17:00:00,74,33,23,37,404.3,25.7,78.3,87.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 16:00:00,68,29,20,30,402.7,25.9,78.7,84.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 15:00:00,68,29,20,32,400.9,26.1,79.1,83.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 14:00:00,75,34,24,34,400.7,26.3,79.3,82.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 13:00:00,84,40,28,38,401.1,26.3,79.4,82.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 12:00:00,87,42,29,42,400.3,26.4,79.5,82.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 11:00:00,91,45,31,42,399.6,26.5,79.6,82.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 10:00:00,100,51,36,47,400.5,26.6,79.9,80.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 09:00:00,114,57,41,57,401.8,26.0,78.8,81.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 08:00:00,105,53,37,48,405.8,25.3,77.5,85.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 07:00:00,133,67,49,61,425.5,23.4,74.1,92.9,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 06:00:00,136,68,50,62,447.5,22.4,72.3,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 05:00:00,129,65,47,61,452.8,22.2,72.0,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 04:00:00,129,65,47,58,458.3,22.2,71.9,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 03:00:00,123,62,45,56,448.8,22.6,72.7,94.2,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 02:00:00,126,63,46,57,437.4,22.7,72.9,93.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 01:00:00,107,54,38,46,427.5,22.8,73.1,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-29 00:00:00,112,56,40,47,431.0,22.8,73.0,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 23:00:00,119,60,43,52,430.0,22.9,73.3,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 22:00:00,120,60,43,53,424.8,23.1,73.6,92.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 21:00:00,132,66,48,63,421.8,23.2,73.7,91.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 20:00:00,141,71,52,67,416.8,23.5,74.2,90.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 19:00:00,122,61,44,53,405.8,23.6,74.5,90.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 18:00:00,104,52,37,46,402.4,23.6,74.4,88.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 17:00:00,87,42,30,34,401.6,23.6,74.5,86.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 16:00:00,92,45,32,40,402.7,23.8,74.8,86.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 15:00:00,89,43,30,39,402.4,24.2,75.6,85.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 14:00:00,88,42,30,37,401.7,24.4,75.9,85.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 13:00:00,94,47,33,40,401.2,24.4,75.9,84.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 12:00:00,101,51,36,46,401.6,24.4,75.9,85.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 11:00:00,107,54,38,47,401.7,24.0,75.2,88.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 10:00:00,104,52,37,49,401.9,23.6,74.5,88.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 09:00:00,96,48,34,54,405.5,23.2,73.8,88.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 08:00:00,97,49,34,47,413.5,22.1,71.8,91.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 07:00:00,107,54,38,47,424.4,21.2,70.2,94.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 06:00:00,121,61,44,54,433.3,20.8,69.5,94.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 05:00:00,103,52,37,44,430.0,20.8,69.4,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 04:00:00,125,63,45,56,425.0,20.7,69.2,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 03:00:00,94,46,33,38,421.0,20.8,69.4,93.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 02:00:00,94,47,33,40,420.5,20.8,69.5,93.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 01:00:00,92,45,32,39,420.0,20.8,69.4,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-28 00:00:00,99,50,35,43,416.5,20.7,69.3,94.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 23:00:00,98,50,35,43,412.5,20.6,69.1,93.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 22:00:00,96,48,34,42,409.0,20.7,69.3,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 21:00:00,103,52,36,45,407.0,20.7,69.3,92.5,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 20:00:00,107,54,38,45,406.3,20.7,69.2,93.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 19:00:00,111,56,40,48,405.3,20.6,69.1,94.3,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 18:00:00,122,61,44,56,405.5,20.6,69.0,95.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 17:00:00,124,62,45,56,402.3,20.8,69.5,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 16:00:00,132,67,48,60,400.1,21.0,69.8,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 15:00:00,111,56,40,46,400.9,21.0,69.7,96.4,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 14:00:00,72,32,22,23,402.2,20.9,69.6,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 13:00:00,85,41,28,34,401.7,20.9,69.7,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 12:00:00,134,67,49,59,403.0,21.0,69.8,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 11:00:00,144,73,53,64,403.1,21.1,70.0,97.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 10:00:00,152,77,57,72,403.8,21.1,70.0,96.7,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 09:00:00,149,75,55,71,406.4,21.2,70.2,96.0,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 08:00:00,141,71,52,68,409.4,21.1,70.1,95.8,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 07:00:00,129,65,47,59,413.3,20.9,69.6,97.6,,,
Asia/Ho_Chi_Minh UTC+07:00,2020-04-27 06:00:00,104,52,37,45,412.3,20.5,69.0,96.0,,,
