Timezone,Datetime,AQI US,AQI CN,PM2.5 (ug/m3),PM10 (ug/m3),CO2 (ppm),Temperature (Celsius),Temperature (Fahrenheit),Humidity (%),Outdoor PM2.5 (ug/m3),HCHO (ppb),TVOC (ppb)
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 18:00:00,62,25,17,28,415.4,30.0,85.9,74.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 17:00:00,52,18,13,22,418.3,30.2,86.3,73.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 16:00:00,41,14,10,20,438.1,30.6,87.2,73.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 15:00:00,33,11,8,12,413.5,30.6,87.0,72.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 14:00:00,24,8,6,13,412.0,31.1,87.9,68.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 13:00:00,22,8,5,10,412.5,31.9,89.4,68.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 12:00:00,31,11,7,17,413.5,32.0,89.6,68.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 11:00:00,32,11,8,13,420.3,31.7,89.0,67.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 10:00:00,19,7,5,13,438.5,31.7,89.0,64.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 09:00:00,23,8,6,13,430.6,30.9,87.6,68.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 08:00:00,29,10,7,14,433.6,29.8,85.6,72.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 07:00:00,41,14,10,18,425.3,28.1,82.5,79.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 06:00:00,65,27,19,35,441.0,26.9,80.4,83.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 05:00:00,56,21,15,23,439.3,26.9,80.5,82.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 04:00:00,34,12,8,13,440.0,26.7,80.1,84.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 03:00:00,36,12,9,11,432.2,26.9,80.4,84.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 02:00:00,23,8,6,9,429.0,27.2,80.9,83.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 01:00:00,25,9,6,9,426.8,26.9,80.4,85.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-09 00:00:00,24,8,6,8,422.4,26.8,80.2,86.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 23:00:00,23,8,6,10,421.4,27.0,80.7,84.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 22:00:00,24,8,6,7,417.1,27.2,80.9,84.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 21:00:00,29,10,7,11,414.8,27.3,81.1,84.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 20:00:00,38,13,9,14,412.1,27.4,81.4,83.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 19:00:00,54,19,13,18,410.4,27.6,81.7,82.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 18:00:00,40,14,10,14,406.8,28.0,82.4,79.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 17:00:00,48,16,12,20,406.1,29.9,85.8,74.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 16:00:00,35,12,9,14,403.5,30.2,86.4,73.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 15:00:00,36,12,9,14,405.8,30.2,86.4,74.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 14:00:00,39,13,9,16,408.2,30.4,86.7,75.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 13:00:00,33,12,8,13,407.3,30.8,87.4,74.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 12:00:00,33,11,8,12,406.0,31.2,88.1,72.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 11:00:00,53,19,13,21,414.0,31.0,87.8,74.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 10:00:00,44,15,11,20,423.8,30.7,87.3,73.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 09:00:00,33,12,8,13,416.7,30.7,87.3,70.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 08:00:00,33,12,8,15,422.5,29.4,84.9,75.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 07:00:00,37,13,9,19,428.8,28.0,82.4,79.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 06:00:00,45,16,11,20,442.0,27.0,80.6,82.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 05:00:00,35,12,9,12,446.3,26.7,80.1,83.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 04:00:00,29,10,7,14,444.0,26.9,80.4,83.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 03:00:00,27,10,7,11,436.4,27.2,80.9,82.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 02:00:00,25,9,6,11,436.0,27.7,81.8,81.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 01:00:00,26,9,6,11,430.4,28.1,82.6,80.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-08 00:00:00,19,6,5,8,426.0,28.2,82.8,77.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 23:00:00,21,7,5,8,421.5,28.2,82.8,77.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 22:00:00,20,7,5,7,420.8,28.6,83.5,76.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 21:00:00,23,8,6,8,419.3,29.0,84.2,76.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 20:00:00,29,10,7,10,419.5,29.3,84.7,75.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 19:00:00,57,22,15,23,418.5,29.9,85.7,76.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 18:00:00,64,26,18,33,417.3,30.4,86.6,76.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 17:00:00,45,16,11,18,415.8,30.6,87.1,70.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 16:00:00,28,10,7,12,410.8,30.7,87.3,67.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 15:00:00,23,8,6,9,409.6,31.0,87.7,64.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 14:00:00,29,10,7,11,409.7,30.9,87.7,66.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 13:00:00,49,17,12,21,413.5,30.9,87.7,73.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 12:00:00,56,21,14,23,415.9,31.1,87.9,75.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 11:00:00,58,22,16,25,415.0,31.4,88.4,72.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 10:00:00,56,20,14,22,423.7,31.2,88.2,70.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 09:00:00,38,13,9,15,425.5,30.5,86.8,69.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 08:00:00,53,19,13,22,429.5,29.2,84.5,76.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 07:00:00,59,23,16,29,429.5,27.9,82.3,80.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 06:00:00,70,30,21,35,446.3,26.6,79.8,84.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 05:00:00,65,27,19,29,446.0,26.4,79.5,84.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 04:00:00,58,22,15,25,440.0,26.5,79.7,83.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 03:00:00,50,17,12,18,433.0,26.7,80.1,83.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 02:00:00,52,18,13,18,434.0,26.6,79.9,85.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 01:00:00,30,10,7,13,430.5,26.6,79.8,85.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-07 00:00:00,30,10,7,13,432.5,26.5,79.8,85.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 23:00:00,34,12,8,15,423.8,27.1,80.8,82.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 22:00:00,45,16,11,15,420.0,27.5,81.5,81.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 21:00:00,46,16,11,18,420.6,27.9,82.1,80.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 20:00:00,38,13,9,14,416.5,27.6,81.7,80.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 19:00:00,32,11,8,12,412.2,27.9,82.2,78.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 18:00:00,60,24,17,26,409.6,28.1,82.7,78.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 17:00:00,41,14,10,17,408.9,28.4,83.2,77.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 16:00:00,45,15,11,22,410.3,28.4,83.0,78.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 15:00:00,52,18,13,23,412.6,29.5,85.1,74.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 14:00:00,42,15,10,15,416.5,31.4,88.6,69.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 13:00:00,52,18,12,19,410.5,31.2,88.1,72.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 12:00:00,54,19,13,22,412.3,31.8,89.2,71.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 11:00:00,61,24,17,29,427.9,31.4,88.5,75.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 10:00:00,67,28,20,32,419.5,31.0,87.7,75.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 08:00:00,62,25,17,30,435.8,29.1,84.3,80.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 09:00:00,64,26,18,30,421.3,30.6,87.1,75.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 07:00:00,65,27,19,28,451.3,27.7,81.9,85.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 06:00:00,70,30,21,31,456.8,26.9,80.4,85.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 05:00:00,56,21,15,25,453.0,27.0,80.6,82.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 04:00:00,52,18,13,21,451.0,27.3,81.1,81.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 03:00:00,43,15,10,15,438.6,27.6,81.6,80.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 02:00:00,38,13,9,15,434.2,27.4,81.3,80.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 01:00:00,50,17,12,22,431.3,27.8,82.1,78.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-06 00:00:00,53,18,13,21,431.3,28.3,83.0,77.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 23:00:00,56,21,14,25,430.0,28.6,83.4,77.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 22:00:00,65,27,19,25,430.6,29.1,84.4,76.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 21:00:00,90,44,31,59,425.8,29.4,84.9,76.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 20:00:00,99,50,35,61,419.9,29.7,85.5,76.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 19:00:00,66,28,20,33,413.8,30.1,86.2,77.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 18:00:00,65,27,19,34,411.5,30.3,86.5,78.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 17:00:00,56,21,15,28,409.1,30.5,86.9,77.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 16:00:00,53,19,13,22,410.3,31.0,87.8,69.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 15:00:00,55,20,14,21,409.8,31.1,87.9,69.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 14:00:00,69,30,21,31,412.5,31.0,87.9,72.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 13:00:00,53,19,13,23,412.3,31.6,88.9,67.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 12:00:00,50,17,12,21,412.5,31.9,89.4,66.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 11:00:00,53,19,13,21,413.7,31.9,89.4,66.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 10:00:00,55,20,14,26,420.5,31.7,89.0,69.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 09:00:00,55,20,14,27,419.5,31.0,87.8,70.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 08:00:00,53,19,13,25,424.5,29.8,85.6,74.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 07:00:00,55,20,14,26,427.6,28.2,82.8,78.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 06:00:00,75,33,23,41,442.8,27.2,81.0,81.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 05:00:00,70,30,21,30,441.6,27.1,80.8,81.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 04:00:00,48,17,12,17,435.8,27.1,80.8,82.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 03:00:00,36,13,9,12,427.1,27.3,81.1,79.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 02:00:00,31,11,8,9,425.2,27.5,81.4,78.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 01:00:00,31,11,7,14,423.6,27.9,82.3,77.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-05 00:00:00,39,13,9,13,422.5,28.0,82.4,78.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 23:00:00,47,16,11,21,422.2,28.0,82.4,78.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 22:00:00,35,12,8,10,419.8,27.8,82.0,79.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 21:00:00,52,18,12,17,418.8,27.8,82.1,78.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 20:00:00,46,16,11,16,414.3,28.4,83.2,75.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 19:00:00,53,19,13,18,412.1,28.7,83.6,75.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 18:00:00,62,25,17,27,412.5,28.9,84.0,73.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 17:00:00,52,18,13,23,420.3,29.2,84.6,71.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 16:00:00,81,38,27,47,420.3,30.0,86.0,70.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 15:00:00,57,21,15,21,410.5,30.9,87.7,72.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 14:00:00,61,24,17,24,411.2,30.9,87.6,74.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 13:00:00,53,19,13,20,409.9,31.3,88.4,70.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 12:00:00,47,16,11,17,408.0,31.5,88.7,66.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 11:00:00,53,19,13,21,417.6,31.5,88.7,69.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 10:00:00,50,17,12,18,434.2,31.4,88.5,69.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 08:00:00,55,20,14,24,425.4,29.2,84.6,79.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 07:00:00,60,24,17,27,432.5,27.6,81.7,84.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 06:00:00,59,23,16,27,439.3,26.5,79.8,86.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 05:00:00,63,25,18,26,446.0,26.0,78.8,88.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 04:00:00,44,15,11,19,437.8,25.9,78.6,88.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 03:00:00,35,12,8,15,435.4,26.1,78.9,87.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 02:00:00,40,14,10,13,434.6,26.2,79.1,87.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 01:00:00,29,10,7,12,431.5,26.1,79.0,87.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-04 00:00:00,26,9,6,12,428.8,26.4,79.5,86.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 23:00:00,35,12,9,13,426.7,26.3,79.3,86.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 22:00:00,49,17,12,16,420.8,26.5,79.7,84.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 21:00:00,37,13,9,13,418.0,26.5,79.8,84.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 20:00:00,54,20,14,20,416.5,27.1,80.8,82.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 19:00:00,49,17,12,16,412.3,26.9,80.5,83.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 18:00:00,34,12,8,12,411.6,26.9,80.4,83.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 17:00:00,31,11,8,14,418.6,26.8,80.3,83.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 16:00:00,44,15,11,21,411.9,28.8,83.9,74.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 15:00:00,58,22,15,26,412.8,30.3,86.6,77.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 14:00:00,49,17,12,20,411.4,30.9,87.7,73.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 13:00:00,52,18,13,19,412.8,31.2,88.2,73.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 12:00:00,49,17,12,18,412.3,31.2,88.2,69.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 11:00:00,51,18,12,19,431.2,31.3,88.3,72.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 10:00:00,49,17,12,20,429.8,31.3,88.4,70.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 09:00:00,60,23,16,28,442.6,30.6,87.0,74.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 08:00:00,49,17,12,24,429.7,29.2,84.5,78.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 07:00:00,54,20,14,26,432.0,27.8,82.1,81.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 06:00:00,62,25,17,25,457.4,26.8,80.2,85.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 05:00:00,62,25,17,25,467.6,26.7,80.1,86.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 04:00:00,71,31,22,33,450.5,27.3,81.2,87.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 03:00:00,69,29,21,31,446.5,27.6,81.6,85.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 02:00:00,47,16,11,15,430.7,27.7,81.9,82.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 01:00:00,48,17,12,19,432.7,27.7,81.9,83.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-03 00:00:00,52,18,13,18,426.0,27.7,81.8,85.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 23:00:00,57,21,15,25,429.2,27.6,81.7,89.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 22:00:00,76,34,24,33,436.2,27.7,81.9,90.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 21:00:00,99,50,35,49,424.8,28.5,83.3,84.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 20:00:00,151,76,56,87,423.8,29.0,84.2,83.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 19:00:00,125,63,45,64,418.4,29.2,84.6,79.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 18:00:00,64,26,18,26,411.2,29.5,85.1,76.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 17:00:00,53,18,13,19,405.8,29.7,85.4,76.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 16:00:00,50,17,12,18,402.8,29.9,85.9,74.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 15:00:00,60,24,17,24,404.6,30.2,86.3,70.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 14:00:00,75,33,23,72,405.3,29.8,85.7,72.7,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 13:00:00,46,16,11,32,413.5,30.5,87.0,68.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 12:00:00,32,11,8,12,411.8,30.7,87.2,65.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 11:00:00,53,19,13,27,420.8,30.5,86.9,67.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 10:00:00,50,17,12,24,433.5,30.4,86.6,68.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 09:00:00,59,23,16,25,497.7,30.0,86.0,71.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 08:00:00,103,52,36,66,462.8,28.8,83.9,75.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 07:00:00,102,51,36,64,432.1,27.8,82.0,78.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 06:00:00,66,27,19,25,437.1,26.3,79.3,83.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 05:00:00,40,14,10,16,438.8,26.0,78.8,83.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 04:00:00,44,15,11,18,449.4,26.1,79.0,85.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 03:00:00,23,8,6,14,439.0,26.2,79.2,86.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 02:00:00,26,9,6,10,438.4,26.2,79.2,86.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 01:00:00,24,8,6,10,440.3,26.0,78.8,89.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-02 00:00:00,23,8,6,13,431.3,26.0,78.8,91.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 23:00:00,27,9,7,11,428.9,26.2,79.2,91.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 22:00:00,28,10,7,12,420.8,26.2,79.2,90.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 21:00:00,43,15,10,17,422.8,26.7,80.1,88.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 20:00:00,38,13,9,16,417.4,26.9,80.5,87.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 19:00:00,61,24,17,26,415.1,27.0,80.7,86.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 18:00:00,54,19,13,20,409.3,27.5,81.5,82.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 17:00:00,57,21,15,26,406.6,27.7,81.9,82.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 16:00:00,43,15,11,20,408.7,27.6,81.7,83.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 15:00:00,42,14,10,18,405.4,27.7,81.8,83.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 14:00:00,58,22,15,26,408.1,29.8,85.6,78.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 13:00:00,36,13,9,13,408.2,29.9,85.8,79.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 12:00:00,39,14,10,14,408.6,29.9,85.9,78.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 11:00:00,59,23,16,27,422.3,29.5,85.0,81.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 10:00:00,66,28,19,38,421.2,28.5,83.4,85.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 09:00:00,61,24,17,35,420.2,28.4,83.1,83.2,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 08:00:00,51,18,12,18,413.0,28.7,83.6,80.3,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 07:00:00,39,14,10,14,421.7,27.6,81.7,80.8,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 06:00:00,38,13,9,16,427.8,26.0,78.7,85.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 05:00:00,37,13,9,20,430.1,25.8,78.5,86.4,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 04:00:00,23,8,6,10,425.5,25.9,78.6,86.5,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 03:00:00,21,7,5,9,423.6,26.5,79.6,84.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 02:00:00,16,5,4,6,420.8,26.3,79.3,84.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 01:00:00,12,4,3,6,417.3,26.8,80.2,83.1,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-06-01 00:00:00,16,6,4,6,416.6,26.8,80.3,82.9,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-05-31 23:00:00,17,6,4,7,414.9,26.8,80.2,83.6,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-05-31 22:00:00,20,7,5,8,411.0,27.0,80.6,83.0,,0,0
Asia/Ho_Chi_Minh UTC+07:00,2019-05-31 21:00:00,24,8,6,9,414.3,27.0,80.6,83.0,,0,0
